"Bug ID","Product","Component","Changed","Opened","Version"
662598,"Firefox","General","2011-07-13 14:31:39","2011-06-07 12:05:47","5 Branch"
665067,"Firefox","General","2015-10-13 07:27:50","2011-06-17 11:44:36","5 Branch"
668359,"Firefox","Session Restore","2015-10-27 18:42:14","2011-06-29 14:43:51","5 Branch"
669948,"Firefox","Extension Compatibility","2012-01-05 09:56:41","2011-07-07 10:56:20","5 Branch"
670288,"Firefox","Extension Compatibility","2011-11-28 06:21:23","2011-07-08 17:20:53","5 Branch"
671004,"Firefox","Extension Compatibility","2011-07-12 11:12:10","2011-07-12 11:12:10","5 Branch"
671741,"Firefox","Security","2015-10-13 07:27:53","2011-07-14 18:25:42","5 Branch"
655450,"Firefox","Security","2014-06-29 17:55:01","2011-05-06 22:56:01","5 Branch"
657649,"Firefox","General","2011-11-09 10:11:39","2011-05-17 08:47:08","5 Branch"
667847,"Firefox","General","2011-06-28 11:18:03","2011-06-28 01:04:31","5 Branch"
670129,"Firefox","General","2011-07-11 04:40:19","2011-07-08 06:16:38","5 Branch"
678819,"Firefox","General","2011-11-28 04:24:57","2011-08-14 06:15:36","5 Branch"
679721,"Firefox","General","2011-08-17 11:20:28","2011-08-17 08:31:22","5 Branch"
680430,"Firefox","General","2011-10-04 03:16:58","2011-08-19 07:24:11","5 Branch"
448493,"Firefox","General","2011-08-07 19:14:36","2008-07-29 22:48:18","5 Branch"
554577,"Firefox","General","2013-02-28 12:43:26","2010-03-23 23:07:34","5 Branch"
580887,"Firefox","General","2013-01-07 17:15:38","2010-07-21 21:56:54","5 Branch"
602109,"Firefox","General","2012-03-08 07:43:29","2010-10-05 17:28:46","5 Branch"
612904,"Firefox","General","2011-08-06 17:39:25","2010-11-17 09:09:17","5 Branch"
643931,"Firefox","Theme","2011-07-15 02:51:36","2011-03-22 14:57:48","5 Branch"
647093,"Firefox","General","2011-08-06 17:42:22","2011-03-31 18:49:12","5 Branch"
648535,"Firefox","General","2011-08-06 17:42:36","2011-04-08 07:59:31","5 Branch"
649869,"Firefox","General","2011-04-13 17:19:05","2011-04-13 17:19:05","5 Branch"
650064,"Firefox","General","2012-11-23 08:14:09","2011-04-14 11:45:32","5 Branch"
651883,"Firefox","General","2012-03-10 09:00:08","2011-04-21 09:31:52","5 Branch"
654093,"Firefox","Security","2011-05-14 15:52:28","2011-05-02 06:23:59","5 Branch"
655566,"Firefox","Keyboard Navigation","2011-12-01 18:06:41","2011-05-08 03:35:08","5 Branch"
657982,"Firefox","General","2012-06-16 06:17:15","2011-05-18 11:02:10","5 Branch"
658427,"Firefox","General","2012-02-03 15:40:32","2011-05-19 17:06:20","5 Branch"
658690,"Firefox","Installer","2015-03-19 08:22:40","2011-05-20 16:17:59","5 Branch"
658903,"Firefox","General","2011-06-03 18:24:23","2011-05-22 14:09:19","5 Branch"
659178,"Firefox","General","2013-10-09 11:23:25","2011-05-23 15:58:08","5 Branch"
659454,"Firefox","General","2011-06-21 14:59:55","2011-05-24 14:47:40","5 Branch"
