"Bug ID","Product","Component","Changed","Opened","Version"
465995,"Firefox","General","2015-03-17 06:37:20","2008-11-20 10:42:47","3.5 Branch"
485072,"Firefox","General","2015-10-13 07:25:57","2009-03-24 15:51:34","3.5 Branch"
510946,"Firefox","Security","2015-03-17 06:37:49","2009-08-17 12:24:26","3.5 Branch"
512785,"Firefox","Security","2011-06-09 14:58:50","2009-08-26 14:14:19","3.5 Branch"
524317,"Firefox","Extension Compatibility","2011-06-09 14:58:50","2009-10-24 14:19:37","3.5 Branch"
533456,"Firefox","Menus","2013-11-18 00:54:27","2009-12-08 06:41:10","3.5 Branch"
538270,"Firefox","General","2014-05-15 07:04:45","2010-01-06 14:52:47","3.5 Branch"
540551,"Firefox","Extension Compatibility","2011-06-09 14:58:51","2010-01-19 01:11:08","3.5 Branch"
540560,"Firefox","Extension Compatibility","2011-06-09 14:58:51","2010-01-19 01:40:22","3.5 Branch"
540569,"Firefox","Extension Compatibility","2011-06-09 14:58:51","2010-01-19 03:47:15","3.5 Branch"
556178,"Firefox","General","2013-06-18 15:37:07","2010-03-30 18:35:23","3.5 Branch"
304321,"Firefox","Bookmarks & History","2009-09-14 08:06:54","2005-08-11 07:41:26","3.5 Branch"
438570,"Firefox","Preferences","2011-10-18 07:21:40","2008-06-11 04:40:30","3.5 Branch"
480694,"Firefox","General","2009-04-15 04:09:19","2009-02-28 02:28:35","3.5 Branch"
486495,"Firefox","Security","2015-03-17 06:40:01","2009-04-02 06:25:26","3.5 Branch"
500077,"Firefox","Bookmarks & History","2011-05-14 19:10:25","2009-06-23 16:34:48","3.5 Branch"
500148,"Firefox","Security","2009-06-24 09:08:15","2009-06-24 02:51:19","3.5 Branch"
500150,"Firefox","Session Restore","2010-07-25 15:38:01","2009-06-24 03:15:20","3.5 Branch"
504047,"Firefox","Security","2010-06-04 08:15:21","2009-07-14 02:06:22","3.5 Branch"
507765,"Firefox","General","2011-05-14 17:48:42","2009-07-31 19:57:35","3.5 Branch"
511604,"Firefox","Location Bar","2009-08-23 05:58:07","2009-08-20 00:25:08","3.5 Branch"
512532,"Firefox","Keyboard Navigation","2009-12-04 06:36:36","2009-08-25 13:37:51","3.5 Branch"
513064,"Firefox","Bookmarks & History","2015-03-17 06:38:37","2009-08-27 13:02:29","3.5 Branch"
517846,"Firefox","File Handling","2009-09-27 04:30:07","2009-09-21 02:39:19","3.5 Branch"
519834,"Firefox","General","2015-01-28 03:00:14","2009-09-30 15:16:23","3.5 Branch"
521623,"Firefox","Keyboard Navigation","2009-10-11 00:54:33","2009-10-10 21:04:15","3.5 Branch"
524652,"Firefox","Keyboard Navigation","2009-10-27 06:39:10","2009-10-27 02:13:10","3.5 Branch"
529854,"Firefox","General","2012-11-07 07:13:01","2009-11-19 09:24:56","3.5 Branch"
533910,"Firefox","File Handling","2011-03-10 22:59:49","2009-12-09 22:03:28","3.5 Branch"
534573,"Firefox","Extension Compatibility","2009-12-13 20:10:28","2009-12-13 20:09:36","3.5 Branch"
537024,"Firefox","Preferences","2010-04-22 09:23:12","2009-12-28 14:47:09","3.5 Branch"
577517,"Firefox","General","2011-05-12 18:59:15","2010-07-08 10:46:42","3.5 Branch"
588479,"Firefox","General","2013-07-29 08:51:06","2010-08-18 10:49:30","3.5 Branch"
606889,"Firefox","General","2011-05-14 18:19:11","2010-10-24 21:51:35","3.5 Branch"
606929,"Firefox","Location Bar","2011-05-14 23:49:46","2010-10-25 04:52:34","3.5 Branch"
