"Bug ID","Product","Component","Opened","Version"
94165,"LibreOffice","Writer","2015-09-12 15:37:40","5.1.0.0.alpha0+ Master"
94272,"LibreOffice","Impress","2015-09-16 12:02:48","5.1.0.0.alpha0+ Master"
94288,"LibreOffice","Chart","2015-09-16 21:16:07","5.1.0.0.alpha0+ Master"
94294,"LibreOffice","Chart","2015-09-16 23:05:59","5.1.0.0.alpha0+ Master"
94300,"LibreOffice","Chart","2015-09-17 03:52:46","5.1.0.0.alpha0+ Master"
94322,"LibreOffice","Chart","2015-09-17 18:37:57","5.1.0.0.alpha0+ Master"
94323,"LibreOffice","Writer","2015-09-17 18:47:43","5.1.0.0.alpha0+ Master"
94330,"LibreOffice","Documentation","2015-09-18 02:29:38","5.1.0.0.alpha0+ Master"
94422,"LibreOffice","UI","2015-09-21 19:49:06","5.1.0.0.alpha0+ Master"
94438,"LibreOffice","Documentation","2015-09-22 10:03:15","5.1.0.0.alpha0+ Master"
94546,"LibreOffice","LibreOffice","2015-09-27 11:09:54","5.1.0.0.alpha0+ Master"
94559,"LibreOffice","LibreOffice","2015-09-28 06:26:08","5.1.0.0.alpha0+ Master"
94562,"LibreOffice","Writer","2015-09-28 08:20:35","5.1.0.0.alpha0+ Master"
94587,"LibreOffice","LibreOffice","2015-09-28 23:22:00","5.1.0.0.alpha0+ Master"
94588,"LibreOffice","LibreOffice","2015-09-28 23:49:12","5.1.0.0.alpha0+ Master"
94591,"LibreOffice","LibreOffice","2015-09-29 03:42:37","5.1.0.0.alpha0+ Master"
94612,"LibreOffice","Documentation","2015-09-29 12:35:02","5.1.0.0.alpha0+ Master"
94632,"LibreOffice","UI","2015-09-30 07:42:26","5.1.0.0.alpha0+ Master"
94667,"LibreOffice","Documentation","2015-10-01 12:28:12","5.1.0.0.alpha0+ Master"
94691,"LibreOffice","graphics stack","2015-10-02 11:04:43","5.1.0.0.alpha0+ Master"
94773,"LibreOffice","LibreOffice","2015-10-05 03:14:22","5.1.0.0.alpha0+ Master"
94774,"LibreOffice","LibreOffice","2015-10-05 03:30:24","5.1.0.0.alpha0+ Master"
94871,"LibreOffice","Documentation","2015-10-07 21:49:08","5.1.0.0.alpha0+ Master"
94878,"LibreOffice","UI","2015-10-08 11:52:15","5.1.0.0.alpha0+ Master"
94899,"LibreOffice","UI","2015-10-08 21:19:35","5.1.0.0.alpha0+ Master"
94968,"LibreOffice","LibreOffice","2015-10-11 22:37:02","5.1.0.0.alpha0+ Master"
95044,"LibreOffice","Chart","2015-10-14 10:25:12","5.1.0.0.alpha0+ Master"
95056,"LibreOffice","Chart","2015-10-14 14:54:35","5.1.0.0.alpha0+ Master"
95059,"LibreOffice","Chart","2015-10-14 15:53:53","5.1.0.0.alpha0+ Master"
95069,"LibreOffice","Chart","2015-10-14 19:04:33","5.1.0.0.alpha0+ Master"
95077,"LibreOffice","BASIC","2015-10-15 07:07:07","5.1.0.0.alpha0+ Master"
95093,"LibreOffice","Documentation","2015-10-15 17:15:12","5.1.0.0.alpha0+ Master"
95096,"LibreOffice","Writer","2015-10-15 19:04:55","5.1.0.0.alpha0+ Master"
95132,"LibreOffice","LibreOffice","2015-10-17 10:13:33","5.1.0.0.alpha0+ Master"
95140,"LibreOffice","Writer","2015-10-17 11:34:47","5.1.0.0.alpha0+ Master"
95165,"LibreOffice","UI","2015-10-19 00:41:39","5.1.0.0.alpha0+ Master"
95168,"LibreOffice","filters and storage","2015-10-19 02:50:32","5.1.0.0.alpha0+ Master"
95210,"LibreOffice","LibreOffice","2015-10-20 23:48:07","5.1.0.0.alpha0+ Master"
95321,"LibreOffice","Writer","2015-10-26 04:17:09","5.1.0.0.alpha0+ Master"
95324,"LibreOffice","Chart","2015-10-26 09:22:23","5.1.0.0.alpha0+ Master"
91894,"LibreOffice","Impress","2015-06-06 12:09:50","5.1.0.0.alpha0+ Master"
92476,"LibreOffice","Documentation","2015-07-01 11:02:06","5.1.0.0.alpha0+ Master"
92844,"LibreOffice","Writer","2015-07-20 15:42:47","5.1.0.0.alpha0+ Master"
93840,"LibreOffice","Draw","2015-09-01 15:06:12","5.1.0.0.alpha0+ Master"
94419,"LibreOffice","ux-advise","2015-09-21 19:14:07","5.1.0.0.alpha0+ Master"
95342,"LibreOffice","LibreOffice","2015-10-26 21:33:23","5.1.0.0.alpha0+ Master"
91742,"LibreOffice","UI","2015-05-30 08:42:46","5.1.0.0.alpha0+ Master"
91781,"LibreOffice","ux-advise","2015-05-31 17:21:45","5.1.0.0.alpha0+ Master"
91820,"LibreOffice","ux-advise","2015-06-02 21:22:34","5.1.0.0.alpha0+ Master"
91857,"LibreOffice","ux-advise","2015-06-04 13:54:00","5.1.0.0.alpha0+ Master"
91892,"LibreOffice","Impress","2015-06-06 12:00:20","5.1.0.0.alpha0+ Master"
91893,"LibreOffice","Impress","2015-06-06 12:03:02","5.1.0.0.alpha0+ Master"
91909,"LibreOffice","Impress","2015-06-07 00:21:56","5.1.0.0.alpha0+ Master"
91923,"LibreOffice","ux-advise","2015-06-07 15:43:27","5.1.0.0.alpha0+ Master"
91983,"LibreOffice","ux-advise","2015-06-10 12:17:55","5.1.0.0.alpha0+ Master"
92051,"LibreOffice","Writer","2015-06-13 21:13:17","5.1.0.0.alpha0+ Master"
92087,"LibreOffice","UI","2015-06-15 12:35:58","5.1.0.0.alpha0+ Master"
92218,"LibreOffice","UI","2015-06-20 22:57:24","5.1.0.0.alpha0+ Master"
92219,"LibreOffice","Calc","2015-06-21 00:41:17","5.1.0.0.alpha0+ Master"
92220,"LibreOffice","ux-advise","2015-06-21 02:48:10","5.1.0.0.alpha0+ Master"
92378,"LibreOffice","Chart","2015-06-27 11:04:25","5.1.0.0.alpha0+ Master"
92406,"LibreOffice","ux-advise","2015-06-28 13:48:46","5.1.0.0.alpha0+ Master"
92439,"LibreOffice","Calc","2015-06-30 01:52:52","5.1.0.0.alpha0+ Master"
92452,"LibreOffice","Calc","2015-06-30 11:52:48","5.1.0.0.alpha0+ Master"
92453,"LibreOffice","Calc","2015-06-30 11:59:35","5.1.0.0.alpha0+ Master"
93243,"LibreOffice","LibreOffice","2015-08-07 14:10:09","5.1.0.0.alpha0+ Master"
93308,"LibreOffice","UI","2015-08-09 19:04:09","5.1.0.0.alpha0+ Master"
93805,"LibreOffice","UI","2015-08-31 13:17:33","5.1.0.0.alpha0+ Master"
93844,"LibreOffice","Calc","2015-09-02 00:03:12","5.1.0.0.alpha0+ Master"
93845,"LibreOffice","UI","2015-09-02 00:15:39","5.1.0.0.alpha0+ Master"
93853,"LibreOffice","Writer","2015-09-02 10:25:08","5.1.0.0.alpha0+ Master"
94321,"LibreOffice","Chart","2015-09-17 18:31:59","5.1.0.0.alpha0+ Master"
94349,"LibreOffice","ux-advise","2015-09-18 23:01:46","5.1.0.0.alpha0+ Master"
94369,"LibreOffice","ux-advise","2015-09-20 03:45:27","5.1.0.0.alpha0+ Master"
94488,"LibreOffice","Documentation","2015-09-24 13:20:44","5.1.0.0.alpha0+ Master"
94551,"LibreOffice","LibreOffice","2015-09-27 15:05:00","5.1.0.0.alpha0+ Master"
94586,"LibreOffice","UI","2015-09-28 22:54:49","5.1.0.0.alpha0+ Master"
94760,"LibreOffice","ux-advise","2015-10-04 19:11:05","5.1.0.0.alpha0+ Master"
94781,"LibreOffice","ux-advise","2015-10-05 10:20:31","5.1.0.0.alpha0+ Master"
94935,"LibreOffice","Chart","2015-10-10 13:07:08","5.1.0.0.alpha0+ Master"
95014,"LibreOffice","UI","2015-10-13 15:11:16","5.1.0.0.alpha0+ Master"
95064,"LibreOffice","Documentation","2015-10-14 17:05:26","5.1.0.0.alpha0+ Master"
95130,"LibreOffice","Writer","2015-10-17 09:58:09","5.1.0.0.alpha0+ Master"
95133,"LibreOffice","Writer","2015-10-17 10:39:27","5.1.0.0.alpha0+ Master"
95134,"LibreOffice","Writer","2015-10-17 10:45:06","5.1.0.0.alpha0+ Master"
94289,"LibreOffice","Chart","2015-09-16 21:29:33","5.1.0.0.alpha0+ Master"
95386,"LibreOffice","LibreOffice","2015-10-28 09:21:20","5.1.0.0.alpha0+ Master"
94191,"LibreOffice","Documentation","2015-09-13 16:07:42","5.1.0.0.alpha0+ Master"
92884,"LibreOffice","Calc","2015-07-23 04:39:33","5.1.0.0.alpha0+ Master"
95222,"LibreOffice","graphics stack","2015-10-21 12:58:21","5.1.0.0.alpha1"
95277,"LibreOffice","Printing and PDF export","2015-10-23 13:45:00","5.1.0.0.alpha1"
95296,"LibreOffice","Chart","2015-10-24 12:03:34","5.1.0.0.alpha1"
95301,"LibreOffice","Chart","2015-10-24 13:12:37","5.1.0.0.alpha1"
95341,"LibreOffice","graphics stack","2015-10-26 20:33:42","5.1.0.0.alpha1"
95347,"LibreOffice","UI","2015-10-27 00:07:21","5.1.0.0.alpha1"
95354,"LibreOffice","Writer","2015-10-27 09:27:24","5.1.0.0.alpha1"
95360,"LibreOffice","UI","2015-10-27 12:29:26","5.1.0.0.alpha1"
95280,"LibreOffice","Writer","2015-10-23 16:39:26","5.1.0.0.alpha1"
95337,"LibreOffice","ux-advise","2015-10-26 19:46:03","5.1.0.0.alpha1"
95403,"LibreOffice","Writer","2015-10-28 22:00:59","5.1.0.0.alpha1"
