"aic" "bic" "rmse" "rrse" "theil1" "theil2" "r2"
"pareto" 112.2317104624 112.836880648388 0.534440994031238 1.68516294151508 0.788433837758206 0.881919599192208 -1.83977413945575
"weibull" 94.79166612735 95.3968363133381 0.605956231968972 1.91065991886569 0.999855343326347 0.999932047119238 -2.65062132555985
"exp" 110.231708738309 110.534293831303 0.53445984596213 1.68522238413956 0.788483705084542 0.881950708121953 -1.83997448400501
"gamma" 95.2444300300061 95.8496002159941 0.538192311930326 1.6969913416116 0.340401461330091 0.888109919199384 -1.87977961350474
"gpd" NA NA NA NA NA NA NA
"lnorm" 95.6352702629108 96.2404404488989 0.605997411238352 1.91078976253318 0.999999999997942 0.999999999999261 -2.65111751660159
