"aic" "bic" "rmse" "rrse" "theil1" "theil2" "r2"
"pareto" 80.9970715768342 81.6022417628223 0.387761088800718 1.57169252223221 0.277746001318423 0.436762623100543 -1.47021738444065
"weibull" 81.196945774089 81.8021159600771 0.480303573608244 1.94679032229933 0.368669159608349 0.540999741213108 -2.78999255899831
"exp" 84.6227382112039 84.9253233041979 0.669786107265235 2.71481034762827 0.599279082893297 0.754427263525169 -6.37019522358952
"gamma" 81.6221209879052 82.2272911738933 0.834815278607192 3.38371478915059 0.884988314051832 0.940311241689015 -10.4495257743164
"gpd" NA NA NA NA NA NA NA
"lnorm" 79.9821811475811 80.5873513335692 0.430688585181602 1.74568838465528 0.318169605250715 0.485114885521824 -2.04742793632035
