"aic" "bic" "rmse" "rrse" "theil1" "theil2" "r2" "ks" "ad"
"pareto" 641.811971087372 646.280184096566 0.162070885423725 0.434099103622336 0.128241951042077 0.243176933321194 0.811557968234285 0.143332358463626 2.79169685756398
"weibull" 641.781571695042 646.249784704237 0.159653017518637 0.427622960251292 0.126504153357671 0.239549078134262 0.817138603865922 0.142419802484629 2.86193805261117
"exp" 639.811945926747 642.046052431344 0.162086171627872 0.434140046987954 0.128270000917832 0.243199869286755 0.811522419601297 0.14314738322877 2.78864555342196
"gamma" 641.551562979883 646.019775989077 0.271063608140953 0.726030890810441 0.24692179254438 0.406713499407128 0.472879145588998 0.144280530387358 2.60204432544917
