"Bug ID","Product","Component","Changed","Opened","Version"
646152,"Firefox","Security","2011-06-09 14:58:57","2011-03-29 11:46:02","4.0 Branch"
647053,"Firefox","General","2013-07-29 08:56:15","2011-03-31 17:08:03","4.0 Branch"
649962,"Firefox","General","2011-06-09 14:58:57","2011-04-14 04:31:20","4.0 Branch"
652699,"Firefox","Extension Compatibility","2011-06-09 14:58:57","2011-04-25 16:18:48","4.0 Branch"
655905,"Firefox","Extension Compatibility","2011-06-09 14:58:57","2011-05-09 17:20:11","4.0 Branch"
656794,"Firefox","Installer","2011-07-26 14:03:22","2011-05-12 15:53:10","4.0 Branch"
486863,"Firefox","Keyboard Navigation","2011-12-01 03:41:56","2009-04-04 14:06:21","4.0 Branch"
554122,"Firefox","General","2013-06-27 01:56:37","2010-03-22 12:09:09","4.0 Branch"
574093,"Firefox","General","2011-05-10 20:55:17","2010-06-23 12:15:09","4.0 Branch"
574667,"Firefox","General","2012-03-02 07:13:18","2010-06-25 06:58:39","4.0 Branch"
579865,"Firefox","General","2013-02-19 17:27:12","2010-07-19 03:59:40","4.0 Branch"
580624,"Firefox","General","2011-06-03 17:34:01","2010-07-21 08:06:19","4.0 Branch"
582397,"Firefox","General","2011-05-14 18:03:22","2010-07-27 15:22:56","4.0 Branch"
582931,"Firefox","General","2011-05-14 18:05:32","2010-07-29 05:15:54","4.0 Branch"
585532,"Firefox","General","2011-05-12 19:06:17","2010-08-08 21:52:38","4.0 Branch"
586565,"Firefox","General","2011-06-03 17:33:46","2010-08-11 21:23:38","4.0 Branch"
590539,"Firefox","General","2011-05-14 13:44:14","2010-08-25 09:02:36","4.0 Branch"
591194,"Firefox","General","2011-06-03 17:32:51","2010-08-27 01:39:09","4.0 Branch"
592579,"Firefox","General","2011-05-12 20:51:56","2010-08-31 20:28:11","4.0 Branch"
594356,"Firefox","General","2011-05-14 21:09:50","2010-09-08 06:16:36","4.0 Branch"
594499,"Firefox","General","2011-05-14 21:10:02","2010-09-08 12:20:37","4.0 Branch"
596170,"Firefox","General","2011-06-03 17:34:27","2010-09-14 01:19:13","4.0 Branch"
597034,"Firefox","General","2011-05-12 20:58:26","2010-09-16 09:52:04","4.0 Branch"
601105,"Firefox","General","2011-05-14 18:14:42","2010-10-01 05:22:04","4.0 Branch"
