"aic" "bic" "rmse" "rrse" "theil1" "theil2" "r2"
"pareto" 114.304910349955 114.910080535943 0.558799653403812 1.92485250821155 0.811132894323592 0.895725773560435 -2.70505717836831
"weibull" 76.8547271689322 77.4598973549203 0.623851261061793 2.14893058234947 0.999999999988344 0.999999999995375 -3.61790264775681
"exp" 112.304909569202 112.607494662196 0.558801337643647 1.92485830977791 0.811137322734778 0.895728473306256 -2.70507951272109
"gamma" 75.943040228275 76.5482104142631 0.533679705738479 1.83832383201208 0.328650608916344 0.855459849239848 -2.37943451134356
"gpd" NA NA NA NA NA NA NA
"lnorm" 75.9198464151257 76.5250166011138 0.623851261064678 2.1489305823594 1 1 -3.61790264779953
