"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Opened"
1416,"Tomcat 3","Jasper","dev","RESOLVED","FIXED","Make SimplePool size and usePool in JspFactoryImpl configurable","2004-11-16 19:05:38","2001-04-19 16:16:23"
3602,"Tomcat 3","Unknown","dev","RESOLVED","DUPLICATE","Tomcat is enabled by default after an rpm install","2004-11-16 19:05:38","2001-09-14 01:14:32"
3606,"Tomcat 3","Unknown","dev","RESOLVED","DUPLICATE","Tomcat rpms are not FHS compliant","2004-11-16 19:05:38","2001-09-14 02:08:20"
7762,"Tomcat 3","Config","dev","RESOLVED","LATER","stdout logfile handling","2004-11-16 19:05:39","2002-04-05 13:17:35"
5560,"Tomcat 3","Jasper","dev","RESOLVED","WONTFIX","Removal of unnecesary white space in output","2005-03-20 17:06:12","2001-12-21 10:49:49"
1456,"Tomcat 3","Unknown","dev","CLOSED","REMIND","invalid cookies are served from Tomcat","2004-11-16 19:05:38","2001-04-23 01:32:48"
1657,"Tomcat 3","Jasper","dev","RESOLVED","FIXED","hyphen character '-' in tag name results in ""Invalid expression statement.""","2004-11-16 19:05:38","2001-05-08 08:31:55"
2396,"Tomcat 3","Servlet","dev","CLOSED","LATER","Error when /file.jsp passed as path info to a servlet","2004-11-16 19:05:38","2001-06-29 07:39:22"
1608,"Tomcat 3","Auth","dev","RESOLVED","FIXED","Inaccuracies in JDBCRealm-howto.html","2004-11-16 19:05:38","2001-05-02 18:19:02"
1808,"Tomcat 3","Encoding","dev","CLOSED","LATER","the name '8859_1' used for iso-8859-1 is not a valid alias for that charset","2004-11-16 19:05:38","2001-05-18 04:45:29"
2875,"Tomcat 3","Webapps","dev","RESOLVED","FIXED","Webapp reloading in a certain instance gives application not ready","2004-11-16 19:05:38","2001-07-29 04:58:46"
281,"Tomcat 3","Config","dev","CLOSED","LATER","Reloadable WAR Archives BugRat Report#525","2004-11-16 19:05:38","2000-12-05 10:24:38"
1385,"Tomcat 3","Servlet","dev","CLOSED","REMIND","SessionIdGenerator: special random device /dev/urandom","2004-11-16 19:05:38","2001-04-18 21:50:33"
2337,"Tomcat 3","Config","dev","RESOLVED","WONTFIX","jk_nt_service needs dos 8.3 directory path to wrapper.properties","2005-03-20 17:06:12","2001-06-26 13:49:25"
