"aic" "bic" "rmse" "rrse" "theil1" "theil2" "r2" "ks" "ad"
"pareto" 468.838414993243 472.889118374713 0.194071292190725 0.542922996335846 0.129248445480187 0.248255911682301 0.705234620049707 0.178530718870542 2.0771564831472
"weibull" 465.779040595465 469.829743976935 0.192053435672271 0.537277953759955 0.131006822952653 0.245674670510678 0.711332400403516 0.162596005556218 1.47364494105713
"exp" 482.315935780611 484.341287471346 0.178402785639752 0.499089658448849 0.125889232268087 0.2282127649881 0.750909512829411 0.285241809076908 8.54086940341878
"gamma" 467.655831958204 471.706535339674 0.553970960513643 1.54975818612851 0.546625329137171 0.708639409236679 -1.40175043547232 0.167517875691022 1.63669324480885
